Q2,xBj,sigma,d stat,d uncor,d cor,d rel,d p,d had,d 1,d 2,d 3,d 4,d tot
400,0.800x10-2,1.018,0.85,0.59,0.8,0.23,-0.21,-0.09,0,-0.06,0.09,0.26,1.38
400,0.130x10-1,0.844,0.8,0.55,0.76,0.07,-0.06,-0.08,0,-0.05,0.11,0.3,1.28
400,0.200x10-1,0.714,0.85,0.54,0.76,0.1,-0.06,-0.09,0,-0.05,0.08,0.25,1.3
400,0.320x10-1,0.602,0.85,0.49,0.76,0.18,-0.05,-0.16,0,-0.05,-0.01,0.29,1.3
400,0.500x10-1,0.512,0.87,0.44,0.77,0.19,-0.06,-0.23,0,-0.05,-0.07,0.3,1.32
400,0.800x10-1,0.436,0.9,0.4,0.78,0.02,-0.06,-0.18,0,-0.05,-0.01,0.3,1.31
400,0.13,0.367,0.94,0.53,0.78,0.17,-0.06,-0.19,0,-0.05,-0.08,0.3,1.39
400,0.18,0.32,1.82,2.4,1.2,0.62,-0.04,-0.07,0.01,-0.05,-0.21,0.27,3.32
400,0.25,0.261,1.37,0.6,0.88,0.42,-0.06,-0.13,0.02,-0.05,-0.25,0.28,1.83
400,0.4,0.16,1.96,2.45,1.75,1.26,-0.02,0.12,0.02,-0.04,-0.09,0.17,3.81
500,0.660x10-2,1.052,1.67,1.55,0.8,-0.01,-0.02,-0.06,0,-0.05,0.17,0.26,2.43
500,0.800x10-2,0.998,1.74,0.89,0.81,0.2,-0.31,-0.15,0,-0.05,0.09,0.22,2.16
500,0.130x10-1,0.875,1.23,0.77,0.78,0.17,-0.07,-0.05,0,-0.05,0.15,0.25,1.68
500,0.200x10-1,0.741,1.16,0.9,0.78,0.02,-0.03,-0.09,0,-0.05,0.14,0.23,1.69
500,0.320x10-1,0.619,1.2,0.86,0.78,0.11,-0.04,-0.12,0,-0.05,0.1,0.28,1.71
500,0.500x10-1,0.533,1.25,0.98,0.81,0.28,-0.05,-0.08,0,-0.05,-0.08,0.3,1.83
500,0.800x10-1,0.443,1.34,0.88,0.82,0.03,-0.04,-0.22,0,-0.05,-0.01,0.3,1.84
500,0.13,0.377,1.54,1.14,0.85,0.09,-0.06,-0.31,0,-0.05,-0.15,0.31,2.15
500,0.18,0.313,1.72,1.5,0.85,0.36,-0.05,-0.22,0,-0.05,-0.2,0.3,2.5
500,0.25,0.261,2.08,2.16,1.36,0.98,-0.03,0.06,0.01,-0.05,-0.11,0.23,3.45
500,0.4,0.172,5.01,5.86,3.24,2.88,-0.09,0.03,0.02,-0.03,-0.39,0.19,8.85
650,0.850x10-2,1,1.91,1.67,0.78,-0.04,-0.01,-0.08,0,-0.05,0.16,0.25,2.68
650,0.130x10-1,0.862,1.02,0.63,0.79,0.15,-0.12,-0.09,0,-0.05,0.1,0.27,1.48
650,0.200x10-1,0.746,1.05,0.55,0.75,0.09,-0.07,-0.07,0.01,-0.05,0.08,0.3,1.45
650,0.320x10-1,0.627,1.09,0.56,0.76,0.15,-0.06,-0.11,0,-0.05,0.05,0.26,1.48
650,0.500x10-1,0.52,1.12,0.49,0.76,0.13,-0.04,-0.21,0,-0.06,0.02,0.33,1.5
650,0.800x10-1,0.438,1.18,0.48,0.76,0.1,-0.07,-0.17,0,-0.06,-0.02,0.32,1.53
650,0.13,0.362,1.31,0.52,0.79,0.14,-0.07,-0.22,0,-0.05,-0.14,0.28,1.67
650,0.18,0.334,1.92,1.47,0.85,0.42,-0.06,-0.21,0,-0.05,-0.25,0.31,2.63
650,0.25,0.248,1.55,0.75,0.84,0.4,-0.08,-0.15,0,-0.05,0.19,0.31,2
650,0.4,0.145,3.28,2.49,1.61,1.35,0.02,0.21,0.05,-0.05,-0.2,0.27,4.64
650,0.65,0.023,13.74,7.8,4.08,2.37,0.12,1.43,0.02,0,0.4,-0.08,16.55
800,0.105x10-1,0.932,2.28,1.77,0.79,0.11,-0.03,-0.11,0,-0.05,0.15,0.27,3.01
800,0.130x10-1,0.844,1.36,0.79,0.84,0.27,-0.18,-0.12,0,-0.05,0.07,0.26,1.83
800,0.200x10-1,0.733,1.28,0.67,0.76,-0.01,-0.06,-0.09,0,-0.05,0.08,0.32,1.67
800,0.320x10-1,0.627,1.23,0.6,0.75,0.04,-0.06,-0.12,0,-0.05,0.11,0.3,1.6
